"id","name","longitude","latitude","primary_category","alternate_categories","address","locality","postcode","region","country","phones","emails","websites","socials","brand","confidence","version","source_datasets","source_licenses","source_update_times"
"bd922069-b399-47c5-9d63-dc99ebc917d0","Central Avenue Dental","-74.008599","40.711956","dentist","general_dentistry | cosmetic_dentist","225 Broadway","New York","10007-3001","NY","US","+12125710033","centralavedental@gmail.com","https://www.centralavedentalny.com","https://www.facebook.com/412108852900733","","0.9199122190475464","7","meta | Overture | Overture-signals","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z | 2026-05-12T00:29:08Z | 2026-05-18T13:23:54Z | 2026-05-25T13:08:59Z | 2026-06-01T13:20:32Z | 2026-06-08T13:20:12Z"
"a6f5f4b0-d47f-4298-a145-5cbee5f95a73","Sports PT of NY","-74.00857743","40.71166421","dentist","health_and_medical | doctor","225 Broadway","New York","10007-3001","NY","US","+16465254822","","","https://www.facebook.com/124892824270462","","0.9199122190475464","7","meta | Overture | Overture-signals","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z | 2026-05-12T00:29:08Z | 2026-05-18T13:23:54Z | 2026-05-25T13:08:59Z | 2026-06-01T13:20:32Z | 2026-06-08T13:20:12Z"
"6526b903-3fce-4dbe-80ab-15fa8c57b52a","Reena Clarkson","-74.00910601","40.71482467","dentist","orthodontist | family_practice","54 Warren St","New York","10007-1078","NY","US","+12125615303","doctor_reena@yahoo.com","http://tribecadentalcenter.com/about-us/bios/reena-clarkson-dds-orthodontist/","https://www.facebook.com/648799391804273","Dr. Reena Clarkson Orthodontics","0.9199122190475464","5","meta | Overture | Overture-signals","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z | 2026-05-12T00:29:08Z | 2026-05-18T13:23:54Z | 2026-05-25T13:08:59Z | 2026-06-01T13:20:32Z | 2026-06-08T13:20:12Z"
"c412910a-c5d3-478a-a1b3-750f0e577131","Bae Dental","-74.00862168","40.71545036","dentist","teeth_whitening | hospital","108 Duane St","New York","10007-1108","NY","US","+12128046521","officials@rehmathosp.com","http://bwdentalnyc.com/","https://www.facebook.com/101053267963707","","0.9864760041236877","6","meta | Overture","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z"
"22268d10-8745-417b-9f89-e41c58d7f14f","Paolo Paolo Saggese","-74.00492381","40.71607303","dentist","general_dentistry | doctor","325 Broadway","New York","10007-1112","NY","US","+12129627565","info@tribecasmile.com","http://www.TheTribecaDentist.com/","https://www.facebook.com/136262240352165","","0.9267475008964539","9","meta | Overture","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z"
"7160ca61-1089-4a37-87af-9dbc613ab2a8","Delfin Dental","-74.00653448","40.70927699","dentist","general_dentistry","130 William St","New York","10038-2617","NY","US","+12123704800","","https://42floors.com/us/ny/new-york/100-william-st","https://www.facebook.com/692632434442562","","0.9199122190475464","6","meta | Overture | Overture-signals","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z | 2026-05-12T00:29:08Z | 2026-05-18T13:23:54Z | 2026-05-25T13:08:59Z | 2026-06-01T13:20:32Z | 2026-06-08T13:20:12Z"
"37ebcf89-68f9-4726-a73f-9f12d39e24f4","Scheuerman Cecilia DDS","-74.00917401","40.70946826","dentist","general_dentistry | health_and_medical","15 Maiden Ln","New York","10038-4003","NY","US","+12123854666","","http://www.drscheuerman.com","https://www.facebook.com/121581711340354","","0.9199122190475464","9","meta | Overture | Overture-signals","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z | 2026-05-12T00:29:08Z | 2026-05-18T13:23:54Z | 2026-05-25T13:08:59Z | 2026-06-01T13:20:32Z | 2026-06-08T13:20:12Z"
"cbc76462-dd03-4a2a-a75e-9feb3766e0ec","Lumia Dental","-74.01011029","40.70944935","dentist","general_dentistry | medical_service_organizations","160 Broadway","New York","10038-4201","NY","US","+12122871275","info@lumiadental.com","http://lumiadental.com/","https://www.facebook.com/252695311917406","","0.9902192950248718","7","meta | Overture | Overture-signals","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z | 2026-05-12T00:29:08Z | 2026-05-18T13:23:54Z | 2026-05-25T13:08:59Z | 2026-06-01T13:20:32Z | 2026-06-08T13:20:12Z"
"1e59e390-8229-4239-b2ff-0de399f0bcab","Dr. Alex J Martin","-74.01012661","40.70941378","dentist","endodontist | periodontist","160 Broadway","New York","10038-4201","NY","US","+12122277390","","http://bodyworksdw.com/","https://www.facebook.com/102095699506374","Bodyworks DW Advanced Massage Therapy","0.9199122190475464","7","meta | Overture | Overture-signals","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z | 2026-05-12T00:29:08Z | 2026-05-18T13:23:54Z | 2026-05-25T13:08:59Z | 2026-06-01T13:20:32Z | 2026-06-08T13:20:12Z"
"87907c9a-4050-4681-9b06-eb4497cb3ce6","Martin Man, DMD","-73.99980235","40.71253086","dentist","general_dentistry | cosmetic_dentist","185 Park Row","New York","10038-5000","NY","US","+12129621305","mman@optonline.net","http://www.martinmandmd.com/","https://www.facebook.com/828882307197992","","0.9199122190475464","7","meta | Overture | Overture-signals","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z | 2026-05-12T00:29:08Z | 2026-05-18T13:23:54Z | 2026-05-25T13:08:59Z | 2026-06-01T13:20:32Z | 2026-06-08T13:20:12Z"
"fc32a345-f7a7-4dce-8dcf-1ecaa897a33b","Premier Dental Associates of Lower Manhattan","-74.0100953","40.7091841","dentist","","150 Broadway","New York","10038","NY","US","(212) 587-0202","","http://premierdentalassociates.com","https://www.twitter.com/pdanycdds | https://www.facebook.com/1612993458987953","","0.77","5","Foursquare | Overture","Apache-2.0 | CDLA-Permissive-2.0","2026-04-09T00:00:00.000 | 2026-06-11T11:57:15Z"
"0c58f1d7-f4e6-46a6-9886-dcbc03d149cf","PDA Dental","-74.01025002","40.70926915","dentist","general_dentistry | health_and_medical","150 Broadway","New York","10038-4300","NY","US","+12122569583","pdadentalnyc@gmail.com","https://pdadental.com/","https://www.facebook.com/148499611855530","PDADental","0.9975226068496704","9","meta | Overture","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z"
"005a48fd-ae1b-4672-bfa3-a44c2a68f088","Dr. Stewart Neidle, DDS","-74.0101855600016","40.7091803738113","dentist","","150 Broadway Rm 1002","New York","10038","NY","US","(212) 693-3777","","https://weence.com/dentists/new-york-1/stewart-n-neidle-dds-pc-2","","","0.9199122190475464","4","Foursquare | Overture | Overture-signals","Apache-2.0 | CDLA-Permissive-2.0","2026-02-26T00:00:00.000 | 2026-06-11T11:57:15Z | 2026-05-12T00:29:08Z | 2026-05-18T13:23:54Z | 2026-05-25T13:08:59Z | 2026-06-01T13:20:32Z | 2026-06-08T13:20:12Z"
"eb7f478e-caba-43e6-829f-c21c13d13cc1","Olga Malkin D.M.D.","-74.0077405992725","40.7081617163215","dentist","cosmetic_dentist | prosthodontist","23 Warren St","New York","10007-2433","NY","US","+12123554510","drolgamalkin@hotmail.com","https://linktr.ee/DrOlgaMalkin","https://www.facebook.com/155291201232961","","0.9327734708786011","1","meta | Overture","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z"
"031a2d70-73fb-413b-85b4-af3118c60885","X-Cel Dental","-74.0075558366091","40.7077959694124","dentist","","75 Maiden Ln","New York","10038","NY","US","(212) 219-2027","","http://www.xceldentalpc.com","","","0.9199122190475464","4","Foursquare | Overture | Overture-signals","Apache-2.0 | CDLA-Permissive-2.0","2025-03-05T00:00:00.000 | 2026-06-11T11:57:15Z | 2026-05-12T00:29:08Z | 2026-05-18T13:23:54Z | 2026-05-25T13:08:59Z | 2026-06-01T13:20:32Z | 2026-06-08T13:20:12Z"
"a16df9b7-ec4d-4a81-823c-7066417c9975","Turk Dental Lushnje","-74.001098","40.716879","dentist","","Kryqëzimi i stadiumit , Lushnje","New York","9001","NY","US","+355693603033","turkdental22@gmail.com","","https://www.facebook.com/1496933313852252","","0.9176908135414124","7","meta | Overture | Overture-signals","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z | 2026-05-12T00:29:08Z"
"cfdf4a1f-3a75-4708-8c63-6c7fe1f1301c","Ray Cheng","-73.9985756","40.71314244","dentist","oral_surgeon | family_practice","217 Park Row","New York","10038-1101","NY","US","+12122334934","","","https://www.facebook.com/1911722695772061","","0.8770825862884521","7","meta | Overture","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z"
"7a2641a2-d1d7-4ef1-b5e4-a280b258690d","Dr. Supriya Verma DMD","-74.01130878","40.70864861","dentist","doctor | family_practice","61-01 Junction Blvd","Rego Park","11374","NY","US","+12127326500","supriyadmd@gmail.com","http://Www.FamilyDentalregopark.com/","https://www.facebook.com/944233445693578","Family Dental Rego Park","0.9199122190475464","9","meta | Overture | Overture-signals","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z | 2026-05-12T00:29:08Z | 2026-05-18T13:23:54Z | 2026-05-25T13:08:59Z | 2026-06-01T13:20:32Z | 2026-06-08T13:20:12Z"
"5fe6fd74-3d15-4c33-b104-1f7d0d8badfc","JL Dental Lab","-74.00341091","40.71825185","dentist","beauty_salon","393 Broadway","New York","10013-3532","NY","US","+16463422071","","https://beautylab.byrdie.com/","https://www.facebook.com/138702960123016","","0.9199122190475464","7","meta | Overture | Overture-signals","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z | 2026-05-12T00:29:08Z | 2026-05-18T13:23:54Z | 2026-05-25T13:08:59Z | 2026-06-01T13:20:32Z | 2026-06-08T13:20:12Z"
"cc94627a-06ea-46fe-ac62-9a0d02eca610","Trinity Centre Dental","-74.01154916","40.70875338","dentist","general_dentistry | medical_center","111 Broadway","New York","10006-0014","NY","US","+12127326500","trinitycentredental@gmail.com","https://www.trinitycentredental.com","https://www.facebook.com/106971225353197","","0.9722161889076233","7","meta | Overture | Overture-signals","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z | 2026-05-12T00:29:08Z | 2026-06-08T13:20:12Z"
"f18ad9a7-37f1-4bd4-bf14-5fb3325add07","Wall Street Dental Care","-74.01125","40.70852","dentist","health_and_medical | orthodontist","111 Broadway","New York","10006-0014","NY","US","+12122279555","info@wallstreetdentalcare.com","http://www.wallstreetdentalcare.com/","https://www.facebook.com/651181768266562","Wall Street Dental Care","0.6837055683135986","5","meta | Overture","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z"
"cd7cd7aa-b6cf-452d-a98c-931deeb494d8","Tech Squared Dental Studios","-74.01161725","40.70875593","dentist","cosmetic_dentist | health_and_medical","111 Broadway","New York","10006-0014","NY","US","+12123931113","info@tech2ds.com","http://tech2ds.com/","https://www.facebook.com/150731928614991","","0.9199122190475464","9","meta | Overture | Overture-signals","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z | 2026-05-12T00:29:08Z | 2026-05-18T13:23:54Z | 2026-05-25T13:08:59Z | 2026-06-01T13:20:32Z | 2026-06-08T13:20:12Z"
"cb42c0ba-02f6-41f5-9c3d-6aa5c21cb9a0","Maiden Lane Medical","-74.00736664","40.7070178","dentist","general_dentistry | medical_center","90 Maiden Ln","New York","10038-4707","NY","US","+16462909560","patient.concierge@maidenlanemedical.com","http://WWW.MAIDENLANEDENTAL.COM/","https://www.facebook.com/167927133286162","Maiden Lane Medical","0.9996442106068134","6","meta | Overture","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z"
"081fe535-adcc-4b68-a74f-85247835c2a6","David E. Azar","-74.01154374","40.70868992","dentist","health_and_medical | medical_service_organizations","111 Broadway","New York","10006-0014","NY","US","+12124063500","drdazar@aol.com","https://www.drdavidazar.com/index.html","https://www.facebook.com/178946245451133","","0.989507994055748","9","meta | Overture","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z"
"be4e3b85-8637-44af-9f75-755df54f41f0","Bella Dental","-73.99876274","40.71502773","dentist","orthodontist | health_and_medical","36 Pell St","New York","10013-5132","NY","US","+12122336606","belladentalnyc@yahoo.com","http://www.belladentalnyc.com/","https://www.facebook.com/1397522860465098","","0.9199122190475464","8","meta | Overture | Overture-signals","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z | 2026-05-12T00:29:08Z | 2026-05-18T13:23:54Z | 2026-05-25T13:08:59Z | 2026-06-01T13:20:32Z | 2026-06-08T13:20:12Z"
"76de174f-a831-477f-bc02-a7549505c92e","Tribeca Endodontics","-74.0116425","40.7086906","dentist","health_and_medical | endodontist","111 Broadway","New York","10006-0014","NY","US","+16464549997","endotribeca@gmail.com","http://www.3dmicroendo.com/","https://www.facebook.com/421585701233442","Tribeca Endodontics","0.9486093229055405","9","meta | Overture","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z"
"33a02122-0854-492c-8f82-698c5583eb69","Karpov Orthodontics","-74.0061145218989","40.7187834665361","dentist","","116 Franklin St","New York","10013","NY","US","(646) 454-9544","","http://www.karpovorthodontics.com","","","0.9199122190475464","4","Foursquare | Overture | Overture-signals","Apache-2.0 | CDLA-Permissive-2.0","2025-03-21T00:00:00.000 | 2026-06-11T11:57:15Z | 2026-05-12T00:29:08Z | 2026-05-18T13:23:54Z | 2026-05-25T13:08:59Z | 2026-06-01T13:20:32Z | 2026-06-08T13:20:12Z"
"5e676549-5790-4b7d-8fe9-d2e9a6d1029b","Health Choice Medical Group","-73.9981528","40.71391133","dentist","health_and_medical | pharmacy","8 Chatham Sq","New York","10038-0100","NY","US","+12122273216","","","https://www.facebook.com/973022132769859","","0.9199122190475464","7","meta | Overture | Overture-signals","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z | 2026-05-12T00:29:08Z | 2026-05-18T13:23:54Z | 2026-05-25T13:08:59Z | 2026-06-01T13:20:32Z | 2026-06-08T13:20:12Z"
"943de212-2561-4ad9-85b0-b18e654b2194","Chatham Square Dental Associate","-73.99814635","40.71391634","dentist","health_and_medical | oral_surgeon","8 Chatham Sq","New York","10038-0100","NY","US","+12124314306","officeofdr.ngan@gmail.com","","https://www.facebook.com/168340616587212","","0.8573919534683228","2","meta | Overture","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z"
"0063e7f5-7ded-4fe5-bc1f-b99ab136364f","Alfred Ho DDS","-74.0007810753226","40.7174723095558","dentist","","139 Centre St Ste 718","New York","10013","NY","US","(212) 227-7677","","http://www.alfredhodental.com","https://www.facebook.com/380885982100244","","0.9199122190475464","4","Foursquare | Overture | Overture-signals","Apache-2.0 | CDLA-Permissive-2.0","2025-05-01T00:00:00.000 | 2026-06-11T11:57:15Z | 2026-05-12T00:29:08Z | 2026-05-18T13:23:54Z | 2026-05-25T13:08:59Z | 2026-06-01T13:20:32Z | 2026-06-08T13:20:12Z"
"3da84645-e9f1-4119-abb5-00e0d6fbdedc","Broadway Dental Care","-74.0007810753226","40.7174723095558","dentist","","139 Centre St Ste 206","New York","10013","NY","US","(212) 226-6262","","http://www.broadwaydentalcare.net","","","0.9199122190475464","4","Foursquare | Overture | Overture-signals","Apache-2.0 | CDLA-Permissive-2.0","2024-06-13T00:00:00.000 | 2026-06-11T11:57:15Z | 2026-05-12T00:29:08Z | 2026-05-18T13:23:54Z | 2026-05-25T13:08:59Z | 2026-06-01T13:20:32Z | 2026-06-08T13:20:12Z"
"78bf34b0-c6d5-491d-aa58-28dfd763843e","Centre Dental","-74.00064461","40.71744652","dentist","general_dentistry | cosmetic_dentist","139 Centre St","New York","10013-4552","NY","US","+12129257066","centredentalnyc@gmail.com","https://centredent.com/","https://www.facebook.com/1002331999788503","Centre Dental","0.9199122190475464","10","meta | Overture | Overture-signals","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z | 2026-05-12T00:29:08Z | 2026-05-18T13:23:54Z | 2026-05-25T13:08:59Z | 2026-06-01T13:20:32Z | 2026-06-08T13:20:12Z"
"e436850c-2f9f-4110-9847-739998a0bc3d","Access Dental Group Manhattan","-74.00063529","40.71744827","dentist","general_dentistry | health_and_medical","139 Centre St","New York","10013-4552","NY","US","+12122400028","accessdentalgroup@gmail.com","http://www.accessdentalgroupny.com/","https://www.facebook.com/448450178510452","Access Dental Group Manhattan","0.9199122190475464","9","meta | Overture | Overture-signals","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z | 2026-05-12T00:29:08Z | 2026-05-18T13:23:54Z | 2026-05-25T13:08:59Z | 2026-06-01T13:20:32Z | 2026-06-08T13:20:12Z"
"0325c96e-9315-404f-a058-75a3c936e872","Dr. John Shi, DDS","-74.0004749690027","40.7173598362134","dentist","","139 Centre St #306","New York","10013","NY","US","(212) 925-7066","","http://drshi.com","","","0.9199122190475464","4","Foursquare | Overture | Overture-signals","Apache-2.0 | CDLA-Permissive-2.0","2025-05-11T00:00:00.000 | 2026-06-11T11:57:15Z | 2026-05-12T00:29:08Z | 2026-05-18T13:23:54Z | 2026-05-25T13:08:59Z | 2026-06-01T13:20:32Z | 2026-06-08T13:20:12Z"
"b20d0876-d792-443e-8346-f3766451737e","Dr. Shapiro","-74.011916","40.708488","dentist","","111 Broadway, Trinity Buidling 17th Floor","New York","10006","NY","US","(212) 267-1884","","http://ismile.com","https://www.twitter.com/ismilenyc | https://www.facebook.com/227100644041414","","0.77","5","Foursquare | Overture","Apache-2.0 | CDLA-Permissive-2.0","2024-11-13T00:00:00.000 | 2026-06-11T11:57:15Z"
"46085301-2867-444a-9dd8-1e2b37abc66d","Sunny Dental Care","-74.00101377","40.71774224","dentist","general_dentistry | cosmetic_dentist","101 Lafayette St","New York","10013-4148","NY","US","+12128425300","info@sunnydental.us","https://www.sunnydental.us/","https://www.facebook.com/114165591542670","Sunny Dental Clinic","0.9966661773622036","9","meta | Overture","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z"
"34559a19-52ad-4bf4-8c82-b6e4ee8dac40","Shu Ping Rong, DDS","-74.00101221","40.71775112","dentist","general_dentistry | cosmetic_dentist","128 Mott St","New York","10013-5540","NY","US","+12122266368","appleblue20@yahoo.com","http://www.drrongdds.com/","https://www.facebook.com/719256091438963","Shu Ping Rong, DDS","0.9869855839014053","9","meta | Overture","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z"
"1a9bd84d-0bbc-4b8f-81a3-16231e457d54","Dr. Yon H. Lai, DDS","-73.9974260642133","40.713194873921","dentist","","11 E Broadway","New York","10038","NY","US","(212) 267-8506","","http://houseofbracesny.com","","","0.9199122190475464","4","Foursquare | Overture | Overture-signals","Apache-2.0 | CDLA-Permissive-2.0","2025-05-01T00:00:00.000 | 2026-06-11T11:57:15Z | 2026-05-12T00:29:08Z | 2026-05-18T13:23:54Z | 2026-05-25T13:08:59Z | 2026-06-01T13:20:32Z | 2026-06-08T13:20:12Z"
"d54ff36c-f5c8-4b92-8274-bb9ab99435f9","Liberty Dental","-74.01433","40.71099","dentist","","127 Liberty St # 6","New York","10006","NY","US","(718) 848-5449","","http://www.libertydentalny.com","","","0.9199122190475464","4","Foursquare | Overture | Overture-signals","Apache-2.0 | CDLA-Permissive-2.0","2025-08-22T00:00:00.000 | 2026-06-11T11:57:15Z | 2026-05-12T00:29:08Z | 2026-05-18T13:23:54Z | 2026-05-25T13:08:59Z | 2026-06-01T13:20:32Z | 2026-06-08T13:20:12Z"
"7a186cce-27f3-490c-92f6-a9c510e0d202","Downtown Dental NYC (Mailin Mimi Lai DDS)","-73.99734052","40.71313396","dentist","general_dentistry | health_and_medical","11 E Broadway","New York","10038-1013","NY","US","+12122273088","info@dentistmimilai.com","http://www.downtowndentalnyc.com/","https://www.facebook.com/238175602905595","","0.9199122190475464","8","meta | Overture | Overture-signals","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z | 2026-05-12T00:29:08Z | 2026-05-18T13:23:54Z | 2026-05-25T13:08:59Z | 2026-06-01T13:20:32Z | 2026-06-08T13:20:12Z"
"e5d64755-63c7-46d4-b35f-26467fecfa6f","East Broadway Dental Center","-73.99723531","40.71341778","dentist","orthodontist","17 E Broadway","New York","10002-6994","NY","US","+12127661901","","http://www.newbroadwaydental.com","https://www.facebook.com/185929144828437","","0.6785522699356079","2","meta | Overture","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z"
